Country,Current Lang & Tech: Android,Current Lang & Tech: Arduino,Current Lang & Tech: AngularJS,Current Lang & Tech: C,Current Lang & Tech: C++,Current Lang & Tech: C++11,Current Lang & Tech: C#,Current Lang & Tech: Cassandra,Current Lang & Tech: CoffeeScript,Current Lang & Tech: Cordova,Current Lang & Tech: Clojure,Current Lang & Tech: Cloud,Current Lang & Tech: Dart,Current Lang & Tech: F#,Current Lang & Tech: Go,Current Lang & Tech: Hadoop,Current Lang & Tech: Haskell,Current Lang & Tech: iOS,Current Lang & Tech: Java,Current Lang & Tech: JavaScript,Current Lang & Tech: LAMP,Current Lang & Tech: Matlab,Current Lang & Tech: MongoDB,Current Lang & Tech: Node.js,Current Lang & Tech: Objective-C,Current Lang & Tech: Perl,Current Lang & Tech: PHP,Current Lang & Tech: Python,Current Lang & Tech: R,Current Lang & Tech: Redis,Current Lang & Tech: Ruby,Current Lang & Tech: Rust,Current Lang & Tech: Salesforce,Current Lang & Tech: Scala,Current Lang & Tech: Sharepoint,Current Lang & Tech: Spark,Current Lang & Tech: SQL,Current Lang & Tech: SQL Server,Current Lang & Tech: Swift,Current Lang & Tech: Visual Basic,Current Lang & Tech: Windows Phone,Current Lang & Tech: Wordpress,Current Lang & Tech: Write-In
India,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
India,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
India,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Italy,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,PHP,,,Redis,,,,,,,SQL,,,,,,
Italy,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Mexico,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,Windows Phone,,
Peru,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,
Poland,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Poland,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,R,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,,,,,,,,,,,SQL,,,,,,
Russian Federation,,,,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Russian Federation,,,,,,,,,CoffeeScript,,,,,,,,,,,,,,MongoDB,,,,,Python,,,,,,,,,SQL,,,,,,"Erlang, MySQL"
Switzerland,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Turkey,Android,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,Ruby,,,,,,,,,,,,
United Kingdom,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
United Kingdom,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,Wordpress,
United Kingdom,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,Objective-C,,,,,Redis,Ruby,,,Scala,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,Scala,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Delphi
United States,Android,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,
United States,,,AngularJS,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,F#,,,,,,,,,MongoDB,Node.js,,,,,,,Ruby,,,,,,,SQL Server,,Visual Basic,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,,Python,,,,,,,,,SQL,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
N/A,Android,,,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
China,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Australia,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Australia,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,Ruby,,,,,,,,,,,,
Australia,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
Austria,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,TypeScript
Belarus,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Belarus,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Belgium,,,,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Brazil,,Arduino / Raspberry Pi,AngularJS,,C++,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,PHP,Python,,,,,,,,,SQL,SQL Server,,,,Wordpress,
Brazil,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Bulgaria,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,Visual Basic,,,
Canada,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Canada,,,,C,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Oracle Server
Canada,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Colombia,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Denmark,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
France,,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
France,,,AngularJS,C,,,C#,,,,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,,,Python,,,,,,,,,SQL,,,,,,
France,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
France,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
France,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
France,,,,C,C++,C++11,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Georgia,Android,,,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Germany,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
Germany,,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,Java,,,,,,,Perl,,,,,,,,,,,SQL,,,,,,
Germany,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Greece,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Guatemala,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Hungary,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
Iceland,,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,Hadoop,,,Java,,,,,,,,,,,,,,,Scala,,,SQL,,,,,,
India,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,,Java,JavaScript,,Matlab,,,,,,,R,,,,,,,,SQL,SQL Server,,,,,
India,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
India,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
India,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
India,,,,C,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Iran,,,,,,,,,,,,,,,,,,,,,LAMP,,,Node.js,,,PHP,,,,,,,,,,,,,,,,
Iran,Android,,,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Iran,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,R,,,,,,,,SQL,,,,,,
Ireland {Republic},Android,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Ireland {Republic},,,,,,,C#,,,,,,,,,,,,,,,,MongoDB,,,,,,,,,,,,,,,SQL Server,,,,,
Ireland {Republic},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
Israel,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Israel,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Italy,,,AngularJS,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Lithuania,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Malaysia,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,PHP,,,,,,,,,,SQL,,,,,,
Malaysia,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,,,AngularJS,,,,C#,,,,,,,F#,,,Haskell,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,"Delphi, Oracle"
Netherlands,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
New Zealand,,,,,,,C#,,CoffeeScript,,,,,F#,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
Norway,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Android,,AngularJS,,,,C#,,,Cordova,,,,,,,,iOS,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Other,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Poland,Android,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,Matlab,,,,,,Python,,,,,,,,,,,,,,,
Poland,Android,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,Python,,,Ruby,,,Scala,,,,,,,,,groovy
Poland,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Poland,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Poland,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,SQL,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,,,,,,,
Poland,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Romania,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,C,C++,,,,,,,,,,,,,,Java,JavaScript,,Matlab,,Node.js,,,PHP,Python,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Romania,Android,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,Haskell,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,Redis,,,,,,,SQL,,,,,,
Saudi Arabia,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Serbia,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Slovakia,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,,,,,,
South Africa,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
South Africa,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
South Africa,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Spain,Android,Arduino / Raspberry Pi,,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,,,,Redis,Ruby,,,,,,SQL,,,,,,
Spain,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Spain,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Spain,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,,,,,,,
Sweden,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Sweden,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Sweden,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Turkey,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,,,,,,,
Turkey,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Turkey,,,,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,MongoDB,,Objective-C,,,,,,,,,,,,SQL,SQL Server,,,,,
Turkey,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Turkey,,,,,,,C#,,,,,,,F#,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Ukraine,,,,,,,,,,,,,,,Go,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,"erlang,riak,sybase"
United Kingdom,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,Perl,,,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,Android,Arduino / Raspberry Pi,,,C++,C++11,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
United Kingdom,,,,,C++,,C#,,,,,,,F#,,,,,Java,,,Matlab,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,MongoDB,Node.js,,,,,,Redis,,,,,,,SQL,SQL Server,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,,,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,Ruby,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,AngularJS,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,SQL Server,,,,,
United States,,,,C,C++,C++11,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United States,,,,,C++,,,,,,,,,,,,,,,,,,,,,Perl,,Python,,,,,,,,,,,,,,,elasticsearch
United States,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,,,,,,,
United States,,,,C,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
United States,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,Sharepoint,,,,,,,,XSLT
United States,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
United States,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,Windows Phone,,Delphi
Uruguay,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Finland,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,,,,,,,
Germany,,,,,,,C#,,,,,,,,,,,,Java,,LAMP,,,,,,,,,,,,,,,,,,,,,,
Ireland {Republic},,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,MongoDB,,,,,,,,Ruby,,,,,,SQL,,,,,Wordpress,
United States,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,Objective-C,,PHP,,,,,,,,,,,,,,,,
Bulgaria,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,Redis,,,,,,,,SQL Server,,,,,RabbitMQ
China,,,,,,,,,,,,,,,Go,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Finland,,,,,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,,,,Redis,,,,,,,,,,,,,
Georgia,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,Redis,,,,,,,SQL,SQL Server,,,,,
India,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,Wordpress,Asp .net MVC
Ireland {Republic},,,,,C++,,,Cassandra,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Ireland {Republic},,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Russian Federation,,,,,C++,C++11,,,,,Clojure,,,,Go,,,,Java,,,,,,,,,,,,Ruby,Rust,,,,,,,,,,,
Russian Federation,,,,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Russian Federation,,,,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Russian Federation,,,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,Erlang
Russian Federation,,,AngularJS,,,,,,,,,,,,Go,,,,Java,JavaScript,,,,,,,PHP,,,Redis,,,,,,,SQL,,,,,,
South Africa,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Spain,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,Redis,,,,,,,SQL,,,,,,Elasticsearch
Turkey,Android,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,Scala,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United States,Android,,,,C++,C++11,C#,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,Python,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,Spark,,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,Scala,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,PL/SQL oracle-apex
Austria,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Austria,,,,,,,C#,,,,,,,F#,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Austria,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,,,,,,
Brazil,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
Brazil,,,,,C++,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,
Canada,Android,,,C,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Canada,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,
Ecuador,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,Android,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,Rust,,,,,,,,,,,Pascal
Georgia,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Germany,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,Python,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,,,,,,,,,,,,,,,,,
Germany,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Greece,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,,,,,,
Greece,,,,,,,,,,,Clojure,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Hungary,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,Visual Basic,,,
Italy,,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Mexico,,,,,,,C#,,,,,,,,,,,,Java,,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
